0
5
1
0
15
14
4
0
12
8
3
10
15
0
5
10
3
3
14
4
16
14
5
0
2
7
14
2
16
9
9
11
12
4
15
9
7
15
5
6
0
12
7
12
0
3
11
7
7
4
13
